method,answered,coverage,selective_accuracy,risk,wrong_answered
Question-aware semantic V2,34,0.17,0.7941176470588235,0.20588235294117646,7
Question-aware semantic V2,35,0.175,0.8,0.2,7
Question-aware semantic V2,36,0.18,0.8055555555555556,0.19444444444444445,7
Question-aware semantic V2,37,0.185,0.7837837837837838,0.21621621621621623,8
Question-aware semantic V2,38,0.19,0.7894736842105263,0.21052631578947367,8
Question-aware semantic V2,39,0.195,0.7948717948717948,0.20512820512820512,8
Question-aware semantic V2,40,0.2,0.8,0.2,8
Question-aware semantic V2,41,0.205,0.8048780487804879,0.1951219512195122,8
Question-aware semantic V2,42,0.21,0.7857142857142857,0.21428571428571427,9
Question-aware semantic V2,43,0.215,0.7906976744186046,0.20930232558139536,9
Question-aware semantic V2,44,0.22,0.7727272727272727,0.22727272727272727,10
Question-aware semantic V2,45,0.225,0.7555555555555555,0.24444444444444444,11
Question-aware semantic V2,46,0.23,0.7608695652173914,0.2391304347826087,11
Question-aware semantic V2,47,0.235,0.7446808510638298,0.2553191489361702,12
Question-aware semantic V2,48,0.24,0.7291666666666666,0.2708333333333333,13
Question-aware semantic V2,49,0.245,0.7346938775510204,0.2653061224489796,13
Question-aware semantic V2,50,0.25,0.74,0.26,13
Question-aware semantic V2,51,0.255,0.7450980392156863,0.2549019607843137,13
Question-aware semantic V2,52,0.26,0.75,0.25,13
Question-aware semantic V2,53,0.265,0.7547169811320755,0.24528301886792453,13
Question-aware semantic V2,54,0.27,0.7407407407407407,0.25925925925925924,14
Question-aware semantic V2,55,0.275,0.7454545454545455,0.2545454545454545,14
Question-aware semantic V2,56,0.28,0.7321428571428571,0.26785714285714285,15
Question-aware semantic V2,57,0.285,0.7368421052631579,0.2631578947368421,15
Question-aware semantic V2,58,0.29,0.7241379310344828,0.27586206896551724,16
Question-aware semantic V2,59,0.295,0.7288135593220338,0.2711864406779661,16
Question-aware semantic V2,60,0.3,0.7333333333333333,0.26666666666666666,16
Question-aware semantic V2,61,0.305,0.7377049180327869,0.26229508196721313,16
Question-aware semantic V2,62,0.31,0.7419354838709677,0.25806451612903225,16
Question-aware semantic V2,63,0.315,0.746031746031746,0.25396825396825395,16
Question-aware semantic V2,64,0.32,0.75,0.25,16
Question-aware semantic V2,65,0.325,0.7384615384615385,0.26153846153846155,17
Question-aware semantic V2,66,0.33,0.7424242424242424,0.25757575757575757,17
Question-aware semantic V2,67,0.335,0.7313432835820896,0.26865671641791045,18
Question-aware semantic V2,68,0.34,0.7352941176470589,0.2647058823529412,18
Question-aware semantic V2,69,0.345,0.7391304347826086,0.2608695652173913,18
Question-aware semantic V2,70,0.35,0.7285714285714285,0.2714285714285714,19
Question-aware semantic V2,71,0.355,0.7323943661971831,0.2676056338028169,19
Question-aware semantic V2,72,0.36,0.7222222222222222,0.2777777777777778,20
Question-aware semantic V2,73,0.365,0.7123287671232876,0.2876712328767123,21
Question-aware semantic V2,74,0.37,0.7027027027027027,0.2972972972972973,22
Question-aware semantic V2,75,0.375,0.6933333333333334,0.30666666666666664,23
Question-aware semantic V2,76,0.38,0.6842105263157895,0.3157894736842105,24
Question-aware semantic V2,77,0.385,0.6883116883116883,0.3116883116883117,24
Question-aware semantic V2,78,0.39,0.6794871794871795,0.32051282051282054,25
Question-aware semantic V2,79,0.395,0.6708860759493671,0.3291139240506329,26
Question-aware semantic V2,80,0.4,0.675,0.325,26
Question-aware semantic V2,81,0.405,0.6666666666666666,0.3333333333333333,27
Question-aware semantic V2,82,0.41,0.6585365853658537,0.34146341463414637,28
Question-aware semantic V2,83,0.415,0.6626506024096386,0.3373493975903614,28
Question-aware semantic V2,84,0.42,0.6547619047619048,0.34523809523809523,29
Question-aware semantic V2,85,0.425,0.6470588235294118,0.35294117647058826,30
Question-aware semantic V2,86,0.43,0.6511627906976745,0.3488372093023256,30
Question-aware semantic V2,87,0.435,0.6551724137931034,0.3448275862068966,30
Question-aware semantic V2,88,0.44,0.6477272727272727,0.3522727272727273,31
Question-aware semantic V2,89,0.445,0.6404494382022472,0.3595505617977528,32
Question-aware semantic V2,90,0.45,0.6333333333333333,0.36666666666666664,33
Question-aware semantic V2,91,0.455,0.6373626373626373,0.3626373626373626,33
Question-aware semantic V2,92,0.46,0.6304347826086957,0.3695652173913043,34
Question-aware semantic V2,93,0.465,0.6236559139784946,0.3763440860215054,35
Question-aware semantic V2,94,0.47,0.6170212765957447,0.3829787234042553,36
Question-aware semantic V2,95,0.475,0.6105263157894737,0.3894736842105263,37
Question-aware semantic V2,96,0.48,0.6145833333333334,0.3854166666666667,37
Question-aware semantic V2,97,0.485,0.6082474226804123,0.3917525773195876,38
Question-aware semantic V2,98,0.49,0.6122448979591837,0.3877551020408163,38
Question-aware semantic V2,99,0.495,0.6060606060606061,0.3939393939393939,39
Question-aware semantic V2,100,0.5,0.61,0.39,39
Question-aware semantic V2,101,0.505,0.6138613861386139,0.38613861386138615,39
Question-aware semantic V2,102,0.51,0.6078431372549019,0.39215686274509803,40
Question-aware semantic V2,103,0.515,0.6116504854368932,0.3883495145631068,40
Question-aware semantic V2,104,0.52,0.6153846153846154,0.38461538461538464,40
Question-aware semantic V2,105,0.525,0.6095238095238096,0.3904761904761905,41
Question-aware semantic V2,106,0.53,0.6037735849056604,0.39622641509433965,42
Question-aware semantic V2,107,0.535,0.5981308411214953,0.40186915887850466,43
Question-aware semantic V2,108,0.54,0.5925925925925926,0.4074074074074074,44
Question-aware semantic V2,109,0.545,0.5871559633027523,0.41284403669724773,45
Question-aware semantic V2,110,0.55,0.5818181818181818,0.41818181818181815,46
Question-aware semantic V2,111,0.555,0.5855855855855856,0.4144144144144144,46
Question-aware semantic V2,112,0.56,0.5803571428571429,0.41964285714285715,47
Question-aware semantic V2,113,0.565,0.584070796460177,0.415929203539823,47
Question-aware semantic V2,114,0.57,0.5789473684210527,0.42105263157894735,48
Question-aware semantic V2,115,0.575,0.5826086956521739,0.41739130434782606,48
Question-aware semantic V2,116,0.58,0.5862068965517241,0.41379310344827586,48
Question-aware semantic V2,117,0.585,0.5811965811965812,0.4188034188034188,49
Question-aware semantic V2,118,0.59,0.576271186440678,0.423728813559322,50
Question-aware semantic V2,119,0.595,0.5714285714285714,0.42857142857142855,51
Question-aware semantic V2,120,0.6,0.5666666666666667,0.43333333333333335,52
Question-aware semantic V2,121,0.605,0.5619834710743802,0.4380165289256198,53
Question-aware semantic V2,122,0.61,0.5655737704918032,0.4344262295081967,53
Question-aware semantic V2,123,0.615,0.5691056910569106,0.43089430894308944,53
Question-aware semantic V2,124,0.62,0.5725806451612904,0.4274193548387097,53
Question-aware semantic V2,125,0.625,0.568,0.432,54
Question-aware semantic V2,126,0.63,0.5634920634920635,0.4365079365079365,55
Question-aware semantic V2,127,0.635,0.5590551181102362,0.4409448818897638,56
Question-aware semantic V2,128,0.64,0.5546875,0.4453125,57
Question-aware semantic V2,129,0.645,0.5581395348837209,0.4418604651162791,57
Question-aware semantic V2,130,0.65,0.5615384615384615,0.43846153846153846,57
Question-aware semantic V2,131,0.655,0.5572519083969466,0.44274809160305345,58
Question-aware semantic V2,132,0.66,0.553030303030303,0.44696969696969696,59
Question-aware semantic V2,133,0.665,0.5488721804511278,0.45112781954887216,60
Question-aware semantic V2,134,0.67,0.5447761194029851,0.4552238805970149,61
Question-aware semantic V2,135,0.675,0.5407407407407407,0.45925925925925926,62
Question-aware semantic V2,136,0.68,0.5367647058823529,0.4632352941176471,63
Question-aware semantic V2,137,0.685,0.5401459854014599,0.45985401459854014,63
Question-aware semantic V2,138,0.69,0.5434782608695652,0.45652173913043476,63
Question-aware semantic V2,139,0.695,0.539568345323741,0.460431654676259,64
Question-aware semantic V2,140,0.7,0.5357142857142857,0.4642857142857143,65
Question-aware semantic V2,141,0.705,0.5390070921985816,0.46099290780141844,65
Question-aware semantic V2,142,0.71,0.5352112676056338,0.4647887323943662,66
Question-aware semantic V2,143,0.715,0.5314685314685315,0.46853146853146854,67
Question-aware semantic V2,144,0.72,0.5277777777777778,0.4722222222222222,68
Question-aware semantic V2,145,0.725,0.5241379310344828,0.47586206896551725,69
Question-aware semantic V2,146,0.73,0.5205479452054794,0.4794520547945205,70
Question-aware semantic V2,147,0.735,0.5170068027210885,0.48299319727891155,71
Question-aware semantic V2,148,0.74,0.5135135135135135,0.4864864864864865,72
Question-aware semantic V2,149,0.745,0.5100671140939598,0.4899328859060403,73
Question-aware semantic V2,150,0.75,0.5066666666666667,0.49333333333333335,74
Question-aware semantic V2,151,0.755,0.5033112582781457,0.4966887417218543,75
Question-aware semantic V2,152,0.76,0.5,0.5,76
Question-aware semantic V2,153,0.765,0.49673202614379086,0.5032679738562091,77
Question-aware semantic V2,154,0.77,0.4935064935064935,0.5064935064935064,78
Question-aware semantic V2,155,0.775,0.49032258064516127,0.5096774193548387,79
Question-aware semantic V2,156,0.78,0.48717948717948717,0.5128205128205128,80
Question-aware semantic V2,157,0.785,0.4840764331210191,0.5159235668789809,81
Question-aware semantic V2,158,0.79,0.4873417721518987,0.5126582278481012,81
Question-aware semantic V2,159,0.795,0.48427672955974843,0.5157232704402516,82
Question-aware semantic V2,160,0.8,0.4875,0.5125,82
Question-aware semantic V2,161,0.805,0.484472049689441,0.515527950310559,83
Question-aware semantic V2,162,0.81,0.48148148148148145,0.5185185185185185,84
Question-aware semantic V2,163,0.815,0.4785276073619632,0.5214723926380368,85
Question-aware semantic V2,164,0.82,0.47560975609756095,0.524390243902439,86
Question-aware semantic V2,165,0.825,0.4727272727272727,0.5272727272727272,87
Question-aware semantic V2,166,0.83,0.46987951807228917,0.5301204819277109,88
Question-aware semantic V2,167,0.835,0.46706586826347307,0.5329341317365269,89
Question-aware semantic V2,168,0.84,0.4642857142857143,0.5357142857142857,90
Question-aware semantic V2,169,0.845,0.46153846153846156,0.5384615384615384,91
Question-aware semantic V2,170,0.85,0.4588235294117647,0.5411764705882353,92
Question-aware semantic V2,171,0.855,0.45614035087719296,0.543859649122807,93
Question-aware semantic V2,172,0.86,0.45348837209302323,0.5465116279069767,94
Question-aware semantic V2,173,0.865,0.45664739884393063,0.5433526011560693,94
Question-aware semantic V2,174,0.87,0.4540229885057471,0.5459770114942529,95
Question-aware semantic V2,175,0.875,0.45714285714285713,0.5428571428571428,95
Question-aware semantic V2,176,0.88,0.45454545454545453,0.5454545454545454,96
Question-aware semantic V2,177,0.885,0.4519774011299435,0.5480225988700564,97
Question-aware semantic V2,178,0.89,0.449438202247191,0.550561797752809,98
Question-aware semantic V2,179,0.895,0.44692737430167595,0.553072625698324,99
Question-aware semantic V2,180,0.9,0.4444444444444444,0.5555555555555556,100
Question-aware semantic V2,181,0.905,0.44751381215469616,0.5524861878453039,100
Question-aware semantic V2,182,0.91,0.44505494505494503,0.554945054945055,101
Question-aware semantic V2,183,0.915,0.44808743169398907,0.5519125683060109,101
Question-aware semantic V2,184,0.92,0.44565217391304346,0.5543478260869565,102
Question-aware semantic V2,185,0.925,0.44324324324324327,0.5567567567567567,103
Question-aware semantic V2,186,0.93,0.44086021505376344,0.5591397849462365,104
Question-aware semantic V2,187,0.935,0.44385026737967914,0.5561497326203209,104
Question-aware semantic V2,188,0.94,0.44148936170212766,0.5585106382978723,105
Question-aware semantic V2,189,0.945,0.43915343915343913,0.5608465608465608,106
Question-aware semantic V2,190,0.95,0.4368421052631579,0.5631578947368421,107
Question-aware semantic V2,191,0.955,0.4397905759162304,0.5602094240837696,107
Question-aware semantic V2,192,0.96,0.4375,0.5625,108
Question-aware semantic V2,193,0.965,0.44041450777202074,0.5595854922279793,108
Question-aware semantic V2,194,0.97,0.44329896907216493,0.5567010309278351,108
Question-aware semantic V2,195,0.975,0.441025641025641,0.558974358974359,109
Question-aware semantic V2,196,0.98,0.44387755102040816,0.5561224489795918,109
Question-aware semantic V2,197,0.985,0.4467005076142132,0.5532994923857868,109
Question-aware semantic V2,198,0.99,0.4494949494949495,0.5505050505050505,109
Question-aware semantic V2,199,0.995,0.4472361809045226,0.5527638190954773,110
Question-aware semantic V2,200,1.0,0.445,0.555,111
Confidence + question-aware semantic V2,1,0.005,1.0,0.0,0
Confidence + question-aware semantic V2,2,0.01,1.0,0.0,0
Confidence + question-aware semantic V2,3,0.015,1.0,0.0,0
Confidence + question-aware semantic V2,4,0.02,1.0,0.0,0
Confidence + question-aware semantic V2,5,0.025,1.0,0.0,0
Confidence + question-aware semantic V2,6,0.03,1.0,0.0,0
Confidence + question-aware semantic V2,7,0.035,1.0,0.0,0
Confidence + question-aware semantic V2,8,0.04,1.0,0.0,0
Confidence + question-aware semantic V2,9,0.045,1.0,0.0,0
Confidence + question-aware semantic V2,10,0.05,1.0,0.0,0
Confidence + question-aware semantic V2,11,0.055,1.0,0.0,0
Confidence + question-aware semantic V2,12,0.06,1.0,0.0,0
Confidence + question-aware semantic V2,13,0.065,1.0,0.0,0
Confidence + question-aware semantic V2,14,0.07,1.0,0.0,0
Confidence + question-aware semantic V2,15,0.075,1.0,0.0,0
Confidence + question-aware semantic V2,16,0.08,1.0,0.0,0
Confidence + question-aware semantic V2,17,0.085,1.0,0.0,0
Confidence + question-aware semantic V2,18,0.09,1.0,0.0,0
Confidence + question-aware semantic V2,19,0.095,1.0,0.0,0
Confidence + question-aware semantic V2,20,0.1,1.0,0.0,0
Confidence + question-aware semantic V2,21,0.105,1.0,0.0,0
Confidence + question-aware semantic V2,22,0.11,1.0,0.0,0
Confidence + question-aware semantic V2,23,0.115,1.0,0.0,0
Confidence + question-aware semantic V2,24,0.12,1.0,0.0,0
Confidence + question-aware semantic V2,25,0.125,1.0,0.0,0
Confidence + question-aware semantic V2,26,0.13,1.0,0.0,0
Confidence + question-aware semantic V2,27,0.135,0.9629629629629629,0.037037037037037035,1
Confidence + question-aware semantic V2,28,0.14,0.9642857142857143,0.03571428571428571,1
Confidence + question-aware semantic V2,29,0.145,0.9655172413793104,0.034482758620689655,1
Confidence + question-aware semantic V2,30,0.15,0.9666666666666667,0.03333333333333333,1
Confidence + question-aware semantic V2,31,0.155,0.967741935483871,0.03225806451612903,1
Confidence + question-aware semantic V2,32,0.16,0.96875,0.03125,1
Confidence + question-aware semantic V2,33,0.165,0.9696969696969697,0.030303030303030304,1
Confidence + question-aware semantic V2,34,0.17,0.9705882352941176,0.029411764705882353,1
Confidence + question-aware semantic V2,35,0.175,0.9714285714285714,0.02857142857142857,1
Confidence + question-aware semantic V2,36,0.18,0.9722222222222222,0.027777777777777776,1
Confidence + question-aware semantic V2,37,0.185,0.972972972972973,0.02702702702702703,1
Confidence + question-aware semantic V2,38,0.19,0.9736842105263158,0.02631578947368421,1
Confidence + question-aware semantic V2,39,0.195,0.9743589743589743,0.02564102564102564,1
Confidence + question-aware semantic V2,40,0.2,0.975,0.025,1
Confidence + question-aware semantic V2,41,0.205,0.975609756097561,0.024390243902439025,1
Confidence + question-aware semantic V2,42,0.21,0.9761904761904762,0.023809523809523808,1
Confidence + question-aware semantic V2,43,0.215,0.9534883720930233,0.046511627906976744,2
Confidence + question-aware semantic V2,44,0.22,0.9545454545454546,0.045454545454545456,2
Confidence + question-aware semantic V2,45,0.225,0.9555555555555556,0.044444444444444446,2
Confidence + question-aware semantic V2,46,0.23,0.9565217391304348,0.043478260869565216,2
Confidence + question-aware semantic V2,47,0.235,0.9361702127659575,0.06382978723404255,3
Confidence + question-aware semantic V2,48,0.24,0.9375,0.0625,3
Confidence + question-aware semantic V2,49,0.245,0.9183673469387755,0.08163265306122448,4
Confidence + question-aware semantic V2,50,0.25,0.9,0.1,5
Confidence + question-aware semantic V2,51,0.255,0.9019607843137255,0.09803921568627451,5
Confidence + question-aware semantic V2,52,0.26,0.9038461538461539,0.09615384615384616,5
Confidence + question-aware semantic V2,53,0.265,0.8867924528301887,0.11320754716981132,6
Confidence + question-aware semantic V2,54,0.27,0.8888888888888888,0.1111111111111111,6
Confidence + question-aware semantic V2,55,0.275,0.8909090909090909,0.10909090909090909,6
Confidence + question-aware semantic V2,56,0.28,0.8928571428571429,0.10714285714285714,6
Confidence + question-aware semantic V2,57,0.285,0.8947368421052632,0.10526315789473684,6
Confidence + question-aware semantic V2,58,0.29,0.8793103448275862,0.1206896551724138,7
Confidence + question-aware semantic V2,59,0.295,0.8813559322033898,0.11864406779661017,7
Confidence + question-aware semantic V2,60,0.3,0.8833333333333333,0.11666666666666667,7
Confidence + question-aware semantic V2,61,0.305,0.8688524590163934,0.13114754098360656,8
Confidence + question-aware semantic V2,62,0.31,0.8709677419354839,0.12903225806451613,8
Confidence + question-aware semantic V2,63,0.315,0.8571428571428571,0.14285714285714285,9
Confidence + question-aware semantic V2,64,0.32,0.84375,0.15625,10
Confidence + question-aware semantic V2,65,0.325,0.8307692307692308,0.16923076923076924,11
Confidence + question-aware semantic V2,66,0.33,0.8181818181818182,0.18181818181818182,12
Confidence + question-aware semantic V2,67,0.335,0.8059701492537313,0.19402985074626866,13
Confidence + question-aware semantic V2,68,0.34,0.8088235294117647,0.19117647058823528,13
Confidence + question-aware semantic V2,69,0.345,0.7971014492753623,0.2028985507246377,14
Confidence + question-aware semantic V2,70,0.35,0.8,0.2,14
Confidence + question-aware semantic V2,71,0.355,0.8028169014084507,0.19718309859154928,14
Confidence + question-aware semantic V2,72,0.36,0.7916666666666666,0.20833333333333334,15
Confidence + question-aware semantic V2,73,0.365,0.7808219178082192,0.2191780821917808,16
Confidence + question-aware semantic V2,74,0.37,0.7837837837837838,0.21621621621621623,16
Confidence + question-aware semantic V2,75,0.375,0.7733333333333333,0.22666666666666666,17
Confidence + question-aware semantic V2,76,0.38,0.7631578947368421,0.23684210526315788,18
Confidence + question-aware semantic V2,77,0.385,0.7662337662337663,0.23376623376623376,18
Confidence + question-aware semantic V2,78,0.39,0.7692307692307693,0.23076923076923078,18
Confidence + question-aware semantic V2,79,0.395,0.759493670886076,0.24050632911392406,19
Confidence + question-aware semantic V2,80,0.4,0.75,0.25,20
Confidence + question-aware semantic V2,81,0.405,0.7530864197530864,0.24691358024691357,20
Confidence + question-aware semantic V2,82,0.41,0.7439024390243902,0.25609756097560976,21
Confidence + question-aware semantic V2,83,0.415,0.7349397590361446,0.26506024096385544,22
Confidence + question-aware semantic V2,84,0.42,0.7380952380952381,0.2619047619047619,22
Confidence + question-aware semantic V2,85,0.425,0.7294117647058823,0.27058823529411763,23
Confidence + question-aware semantic V2,86,0.43,0.7209302325581395,0.27906976744186046,24
Confidence + question-aware semantic V2,87,0.435,0.7126436781609196,0.28735632183908044,25
Confidence + question-aware semantic V2,88,0.44,0.7159090909090909,0.2840909090909091,25
Confidence + question-aware semantic V2,89,0.445,0.7078651685393258,0.29213483146067415,26
Confidence + question-aware semantic V2,90,0.45,0.7,0.3,27
Confidence + question-aware semantic V2,91,0.455,0.7032967032967034,0.2967032967032967,27
Confidence + question-aware semantic V2,92,0.46,0.7065217391304348,0.29347826086956524,27
Confidence + question-aware semantic V2,93,0.465,0.6989247311827957,0.3010752688172043,28
Confidence + question-aware semantic V2,94,0.47,0.7021276595744681,0.2978723404255319,28
Confidence + question-aware semantic V2,95,0.475,0.7052631578947368,0.29473684210526313,28
Confidence + question-aware semantic V2,96,0.48,0.6979166666666666,0.3020833333333333,29
Confidence + question-aware semantic V2,97,0.485,0.6907216494845361,0.30927835051546393,30
Confidence + question-aware semantic V2,98,0.49,0.6836734693877551,0.3163265306122449,31
Confidence + question-aware semantic V2,99,0.495,0.6767676767676768,0.32323232323232326,32
Confidence + question-aware semantic V2,100,0.5,0.68,0.32,32
Confidence + question-aware semantic V2,101,0.505,0.6831683168316832,0.31683168316831684,32
Confidence + question-aware semantic V2,102,0.51,0.6764705882352942,0.3235294117647059,33
Confidence + question-aware semantic V2,103,0.515,0.6699029126213593,0.3300970873786408,34
Confidence + question-aware semantic V2,104,0.52,0.6634615384615384,0.33653846153846156,35
Confidence + question-aware semantic V2,105,0.525,0.6666666666666666,0.3333333333333333,35
Confidence + question-aware semantic V2,106,0.53,0.6698113207547169,0.330188679245283,35
Confidence + question-aware semantic V2,107,0.535,0.6728971962616822,0.32710280373831774,35
Confidence + question-aware semantic V2,108,0.54,0.6666666666666666,0.3333333333333333,36
Confidence + question-aware semantic V2,109,0.545,0.6605504587155964,0.3394495412844037,37
Confidence + question-aware semantic V2,110,0.55,0.6545454545454545,0.34545454545454546,38
Confidence + question-aware semantic V2,111,0.555,0.6486486486486487,0.35135135135135137,39
Confidence + question-aware semantic V2,112,0.56,0.6517857142857143,0.3482142857142857,39
Confidence + question-aware semantic V2,113,0.565,0.6548672566371682,0.34513274336283184,39
Confidence + question-aware semantic V2,114,0.57,0.6578947368421053,0.34210526315789475,39
Confidence + question-aware semantic V2,115,0.575,0.6521739130434783,0.34782608695652173,40
Confidence + question-aware semantic V2,116,0.58,0.646551724137931,0.35344827586206895,41
Confidence + question-aware semantic V2,117,0.585,0.6410256410256411,0.358974358974359,42
Confidence + question-aware semantic V2,118,0.59,0.635593220338983,0.3644067796610169,43
Confidence + question-aware semantic V2,119,0.595,0.6302521008403361,0.3697478991596639,44
Confidence + question-aware semantic V2,120,0.6,0.625,0.375,45
Confidence + question-aware semantic V2,121,0.605,0.628099173553719,0.371900826446281,45
Confidence + question-aware semantic V2,122,0.61,0.6229508196721312,0.3770491803278688,46
Confidence + question-aware semantic V2,123,0.615,0.6178861788617886,0.3821138211382114,47
Confidence + question-aware semantic V2,124,0.62,0.6129032258064516,0.3870967741935484,48
Confidence + question-aware semantic V2,125,0.625,0.608,0.392,49
Confidence + question-aware semantic V2,126,0.63,0.6031746031746031,0.3968253968253968,50
Confidence + question-aware semantic V2,127,0.635,0.5984251968503937,0.4015748031496063,51
Confidence + question-aware semantic V2,128,0.64,0.59375,0.40625,52
Confidence + question-aware semantic V2,129,0.645,0.5891472868217055,0.4108527131782946,53
Confidence + question-aware semantic V2,130,0.65,0.5846153846153846,0.4153846153846154,54
Confidence + question-aware semantic V2,131,0.655,0.5801526717557252,0.4198473282442748,55
Confidence + question-aware semantic V2,132,0.66,0.5757575757575758,0.42424242424242425,56
Confidence + question-aware semantic V2,133,0.665,0.5714285714285714,0.42857142857142855,57
Confidence + question-aware semantic V2,134,0.67,0.5671641791044776,0.43283582089552236,58
Confidence + question-aware semantic V2,135,0.675,0.562962962962963,0.43703703703703706,59
Confidence + question-aware semantic V2,136,0.68,0.5588235294117647,0.4411764705882353,60
Confidence + question-aware semantic V2,137,0.685,0.5620437956204379,0.43795620437956206,60
Confidence + question-aware semantic V2,138,0.69,0.5579710144927537,0.4420289855072464,61
Confidence + question-aware semantic V2,139,0.695,0.5539568345323741,0.4460431654676259,62
Confidence + question-aware semantic V2,140,0.7,0.55,0.45,63
Confidence + question-aware semantic V2,141,0.705,0.5460992907801419,0.45390070921985815,64
Confidence + question-aware semantic V2,142,0.71,0.5422535211267606,0.45774647887323944,65
Confidence + question-aware semantic V2,143,0.715,0.5384615384615384,0.46153846153846156,66
Confidence + question-aware semantic V2,144,0.72,0.5347222222222222,0.4652777777777778,67
Confidence + question-aware semantic V2,145,0.725,0.5310344827586206,0.4689655172413793,68
Confidence + question-aware semantic V2,146,0.73,0.5273972602739726,0.4726027397260274,69
Confidence + question-aware semantic V2,147,0.735,0.5238095238095238,0.47619047619047616,70
Confidence + question-aware semantic V2,148,0.74,0.5202702702702703,0.4797297297297297,71
Confidence + question-aware semantic V2,149,0.745,0.5167785234899329,0.48322147651006714,72
Confidence + question-aware semantic V2,150,0.75,0.5133333333333333,0.4866666666666667,73
Confidence + question-aware semantic V2,151,0.755,0.5099337748344371,0.4900662251655629,74
Confidence + question-aware semantic V2,152,0.76,0.506578947368421,0.4934210526315789,75
Confidence + question-aware semantic V2,153,0.765,0.5032679738562091,0.49673202614379086,76
Confidence + question-aware semantic V2,154,0.77,0.5,0.5,77
Confidence + question-aware semantic V2,155,0.775,0.4967741935483871,0.5032258064516129,78
Confidence + question-aware semantic V2,156,0.78,0.4935897435897436,0.5064102564102564,79
Confidence + question-aware semantic V2,157,0.785,0.49044585987261147,0.5095541401273885,80
Confidence + question-aware semantic V2,158,0.79,0.4873417721518987,0.5126582278481012,81
Confidence + question-aware semantic V2,159,0.795,0.48427672955974843,0.5157232704402516,82
Confidence + question-aware semantic V2,160,0.8,0.48125,0.51875,83
Confidence + question-aware semantic V2,161,0.805,0.4782608695652174,0.5217391304347826,84
Confidence + question-aware semantic V2,162,0.81,0.47530864197530864,0.5246913580246914,85
Confidence + question-aware semantic V2,163,0.815,0.4723926380368098,0.5276073619631901,86
Confidence + question-aware semantic V2,164,0.82,0.4695121951219512,0.5304878048780488,87
Confidence + question-aware semantic V2,165,0.825,0.4666666666666667,0.5333333333333333,88
Confidence + question-aware semantic V2,166,0.83,0.463855421686747,0.536144578313253,89
Confidence + question-aware semantic V2,167,0.835,0.46107784431137727,0.5389221556886228,90
Confidence + question-aware semantic V2,168,0.84,0.4642857142857143,0.5357142857142857,90
Confidence + question-aware semantic V2,169,0.845,0.46153846153846156,0.5384615384615384,91
Confidence + question-aware semantic V2,170,0.85,0.4588235294117647,0.5411764705882353,92
Confidence + question-aware semantic V2,171,0.855,0.45614035087719296,0.543859649122807,93
Confidence + question-aware semantic V2,172,0.86,0.45348837209302323,0.5465116279069767,94
Confidence + question-aware semantic V2,173,0.865,0.45664739884393063,0.5433526011560693,94
Confidence + question-aware semantic V2,174,0.87,0.4540229885057471,0.5459770114942529,95
Confidence + question-aware semantic V2,175,0.875,0.45714285714285713,0.5428571428571428,95
Confidence + question-aware semantic V2,176,0.88,0.45454545454545453,0.5454545454545454,96
Confidence + question-aware semantic V2,177,0.885,0.4519774011299435,0.5480225988700564,97
Confidence + question-aware semantic V2,178,0.89,0.449438202247191,0.550561797752809,98
Confidence + question-aware semantic V2,179,0.895,0.44692737430167595,0.553072625698324,99
Confidence + question-aware semantic V2,180,0.9,0.4444444444444444,0.5555555555555556,100
Confidence + question-aware semantic V2,181,0.905,0.44751381215469616,0.5524861878453039,100
Confidence + question-aware semantic V2,182,0.91,0.44505494505494503,0.554945054945055,101
Confidence + question-aware semantic V2,183,0.915,0.44808743169398907,0.5519125683060109,101
Confidence + question-aware semantic V2,184,0.92,0.44565217391304346,0.5543478260869565,102
Confidence + question-aware semantic V2,185,0.925,0.44324324324324327,0.5567567567567567,103
Confidence + question-aware semantic V2,186,0.93,0.44086021505376344,0.5591397849462365,104
Confidence + question-aware semantic V2,187,0.935,0.44385026737967914,0.5561497326203209,104
Confidence + question-aware semantic V2,188,0.94,0.44148936170212766,0.5585106382978723,105
Confidence + question-aware semantic V2,189,0.945,0.43915343915343913,0.5608465608465608,106
Confidence + question-aware semantic V2,190,0.95,0.4368421052631579,0.5631578947368421,107
Confidence + question-aware semantic V2,191,0.955,0.4397905759162304,0.5602094240837696,107
Confidence + question-aware semantic V2,192,0.96,0.4375,0.5625,108
Confidence + question-aware semantic V2,193,0.965,0.44041450777202074,0.5595854922279793,108
Confidence + question-aware semantic V2,194,0.97,0.44329896907216493,0.5567010309278351,108
Confidence + question-aware semantic V2,195,0.975,0.441025641025641,0.558974358974359,109
Confidence + question-aware semantic V2,196,0.98,0.44387755102040816,0.5561224489795918,109
Confidence + question-aware semantic V2,197,0.985,0.4467005076142132,0.5532994923857868,109
Confidence + question-aware semantic V2,198,0.99,0.4494949494949495,0.5505050505050505,109
Confidence + question-aware semantic V2,199,0.995,0.4472361809045226,0.5527638190954773,110
Confidence + question-aware semantic V2,200,1.0,0.445,0.555,111
